age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31.0,admin.,single,secondary,no,150.0,yes,,unknown,13.0,may,431.0,2.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,-371.0,yes,no,unknown,13.0,may,358.0,2.0,-1.0,0.0,unknown,no
43.0,technician,married,secondary,no,1916.0,yes,no,unknown,13.0,may,,2.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,,no,300.0,yes,no,unknown,13.0,may,103.0,3.0,-1.0,0.0,unknown,no
37.0,entrepreneur,divorced,secondary,no,175.0,yes,yes,unknown,13.0,may,753.0,6.0,-1.0,0.0,unknown,yes
57.0,retired,,tertiary,no,3571.0,,no,unknown,13.0,may,708.0,2.0,-1.0,0.0,,no
41.0,blue-collar,married,primary,no,1135.0,yes,no,unknown,13.0,,265.0,1.0,-1.0,0.0,unknown,no
,admin.,divorced,unknown,no,789.0,,,unknown,13.0,may,,,-1.0,0.0,unknown,no
51.0,admin.,divorced,secondary,no,2195.0,yes,no,unknown,13.0,may,59.0,1.0,-1.0,,unknown,no
27.0,blue-collar,single,secondary,no,1311.0,yes,no,unknown,13.0,may,805.0,2.0,-1.0,0.0,unknown,no
53.0,management,married,secondary,yes,-689.0,yes,no,unknown,13.0,may,242.0,,,0.0,unknown,
39.0,admin.,single,secondary,no,14.0,yes,yes,unknown,13.0,may,19.0,,-1.0,0.0,unknown,no
35.0,admin.,married,secondary,no,56.0,,no,unknown,,may,93.0,6.0,,0.0,unknown,no
28.0,technician,single,secondary,no,26765.0,,no,unknown,13.0,,210.0,8.0,-1.0,0.0,unknown,no
29.0,blue-collar,divorced,unknown,no,17.0,yes,no,unknown,13.0,may,31.0,,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,463.0,yes,no,unknown,13.0,may,213.0,5.0,-1.0,0.0,unknown,no
46.0,admin.,single,secondary,no,751.0,yes,,unknown,13.0,may,104.0,2.0,-1.0,0.0,unknown,no
50.0,unemployed,married,secondary,no,,yes,no,unknown,13.0,may,342.0,,,0.0,unknown,no
56.0,entrepreneur,married,unknown,no,88.0,yes,no,unknown,13.0,may,172.0,,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,64.0,yes,no,unknown,13.0,may,160.0,3.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,36.0,yes,no,unknown,13.0,,535.0,2.0,-1.0,,unknown,no
54.0,housemaid,married,secondary,no,42.0,yes,no,unknown,13.0,may,514.0,5.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,113.0,yes,no,unknown,13.0,may,276.0,1.0,-1.0,0.0,unknown,no
49.0,self-employed,married,secondary,no,358.0,yes,yes,,13.0,,176.0,3.0,-1.0,,,no
46.0,blue-collar,divorced,primary,no,274.0,yes,no,,13.0,may,20.0,1.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,0.0,,no,unknown,13.0,may,161.0,1.0,-1.0,0.0,,no
45.0,,married,secondary,no,985.0,,,unknown,13.0,may,,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,primary,no,81.0,yes,no,,13.0,may,245.0,,-1.0,0.0,unknown,no
53.0,admin.,divorced,secondary,no,592.0,yes,no,unknown,13.0,may,151.0,1.0,-1.0,0.0,unknown,no
60.0,admin.,divorced,unknown,no,791.0,yes,no,unknown,13.0,may,144.0,1.0,-1.0,,unknown,no
55.0,,,secondary,no,708.0,,no,unknown,13.0,may,901.0,2.0,-1.0,0.0,unknown,no
54.0,,divorced,secondary,no,51.0,yes,no,unknown,13.0,,123.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,primary,no,0.0,yes,,unknown,13.0,may,204.0,3.0,-1.0,0.0,unknown,no
41.0,technician,single,unknown,no,356.0,,no,unknown,13.0,may,93.0,2.0,,0.0,unknown,no
,,married,secondary,no,34.0,yes,no,unknown,13.0,may,188.0,3.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,12061.0,yes,no,unknown,13.0,may,332.0,1.0,-1.0,0.0,unknown,no
31.0,admin.,,secondary,no,,yes,no,unknown,13.0,may,,1.0,-1.0,0.0,unknown,no
55.0,technician,married,secondary,no,6958.0,,yes,unknown,13.0,may,178.0,2.0,,0.0,unknown,no
44.0,,married,tertiary,no,126.0,yes,,unknown,13.0,may,,1.0,,0.0,unknown,
,services,single,secondary,,54.0,yes,no,,13.0,may,318.0,2.0,,0.0,unknown,no
36.0,,married,secondary,no,373.0,yes,no,unknown,13.0,may,94.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,304.0,yes,no,unknown,13.0,may,139.0,2.0,-1.0,0.0,unknown,no
46.0,blue-collar,,secondary,,781.0,no,no,unknown,13.0,may,152.0,1.0,-1.0,0.0,unknown,no
43.0,,divorced,,,42.0,no,,unknown,13.0,may,188.0,1.0,-1.0,0.0,unknown,no
46.0,management,married,tertiary,no,618.0,yes,no,unknown,13.0,may,54.0,3.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,secondary,no,1570.0,yes,no,unknown,13.0,,29.0,1.0,-1.0,,unknown,no
,technician,divorced,secondary,no,1161.0,,no,unknown,,may,271.0,1.0,-1.0,0.0,unknown,no
,management,divorced,unknown,,0.0,no,,,13.0,may,,1.0,-1.0,0.0,unknown,no
31.0,,,secondary,,-745.0,yes,no,unknown,13.0,may,227.0,1.0,-1.0,0.0,unknown,no
54.0,services,married,secondary,no,88.0,yes,no,,13.0,may,190.0,1.0,-1.0,0.0,,
37.0,management,married,tertiary,no,1330.0,yes,no,unknown,13.0,may,60.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,,no,641.0,yes,no,unknown,13.0,may,161.0,,-1.0,0.0,unknown,no
44.0,admin.,married,,no,1423.0,yes,no,unknown,13.0,may,162.0,4.0,-1.0,0.0,unknown,no
26.0,services,single,secondary,no,,yes,no,unknown,13.0,,213.0,2.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,no,4436.0,yes,no,,13.0,may,67.0,,-1.0,,unknown,no
32.0,admin.,divorced,secondary,no,1611.0,yes,yes,unknown,13.0,may,93.0,,-1.0,0.0,unknown,no
,technician,single,,no,607.0,yes,no,unknown,,may,119.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,primary,no,300.0,yes,no,unknown,13.0,may,297.0,3.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,304.0,yes,no,unknown,13.0,may,3.0,1.0,-1.0,0.0,unknown,no
49.0,services,married,,no,254.0,,no,unknown,13.0,may,179.0,1.0,-1.0,0.0,unknown,no
44.0,technician,married,secondary,,3790.0,yes,no,unknown,,may,342.0,2.0,-1.0,0.0,unknown,no
40.0,,,secondary,no,59.0,yes,no,unknown,13.0,may,420.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,1554.0,,no,unknown,,may,,1.0,-1.0,0.0,unknown,
,blue-collar,divorced,tertiary,no,,yes,,unknown,13.0,may,,1.0,-1.0,0.0,unknown,no
59.0,,divorced,,no,643.0,yes,no,unknown,13.0,may,354.0,2.0,,0.0,unknown,no
42.0,,married,,,128.0,yes,no,unknown,13.0,may,190.0,1.0,-1.0,,unknown,no
,services,,secondary,no,743.0,yes,yes,unknown,13.0,may,,1.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,primary,no,1460.0,no,no,,13.0,may,91.0,2.0,-1.0,0.0,unknown,no
42.0,,,secondary,no,-32.0,yes,no,unknown,13.0,may,77.0,1.0,-1.0,0.0,unknown,no
40.0,services,married,primary,no,,yes,,unknown,13.0,may,280.0,,-1.0,0.0,unknown,no
44.0,technician,married,primary,no,2887.0,yes,,unknown,13.0,may,182.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,single,unknown,no,,yes,,unknown,13.0,may,386.0,1.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,1212.0,yes,no,unknown,,may,,1.0,-1.0,0.0,unknown,
48.0,management,married,tertiary,no,2218.0,yes,no,unknown,13.0,may,43.0,2.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,secondary,no,705.0,no,no,unknown,13.0,may,108.0,,-1.0,0.0,unknown,no
42.0,blue-collar,divorced,primary,no,299.0,yes,no,unknown,13.0,may,253.0,2.0,-1.0,0.0,unknown,no
48.0,entrepreneur,married,tertiary,no,313.0,yes,no,unknown,13.0,may,195.0,2.0,-1.0,0.0,unknown,no
,management,married,,no,12482.0,yes,yes,unknown,13.0,may,46.0,3.0,-1.0,0.0,unknown,no
44.0,services,married,secondary,no,29312.0,no,no,unknown,13.0,may,226.0,1.0,-1.0,0.0,unknown,no
44.0,services,married,primary,no,2226.0,yes,yes,,13.0,may,,1.0,-1.0,0.0,unknown,no
32.0,,single,secondary,,1940.0,yes,yes,unknown,13.0,may,,3.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,576.0,yes,,unknown,13.0,may,148.0,1.0,,0.0,unknown,no
44.0,services,divorced,secondary,no,0.0,yes,yes,unknown,13.0,may,97.0,,-1.0,0.0,unknown,no
,admin.,divorced,,no,887.0,yes,no,unknown,13.0,may,169.0,,-1.0,0.0,unknown,no
43.0,blue-collar,married,,no,17.0,yes,,unknown,,may,119.0,10.0,-1.0,,unknown,no
31.0,technician,married,secondary,no,106.0,yes,no,unknown,13.0,may,,13.0,-1.0,0.0,,no
48.0,management,married,tertiary,no,489.0,yes,no,unknown,,may,60.0,1.0,-1.0,,unknown,
46.0,technician,single,secondary,no,,yes,no,unknown,13.0,may,210.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,divorced,secondary,no,14.0,yes,yes,unknown,13.0,may,65.0,6.0,-1.0,0.0,unknown,no
26.0,,,tertiary,no,1531.0,yes,no,unknown,13.0,may,129.0,4.0,-1.0,0.0,unknown,no
,blue-collar,,secondary,no,3108.0,yes,no,unknown,13.0,may,481.0,3.0,-1.0,0.0,unknown,no
52.0,admin.,divorced,secondary,no,26.0,,no,unknown,13.0,may,215.0,,,0.0,unknown,no
47.0,blue-collar,married,primary,no,2466.0,yes,no,unknown,13.0,may,142.0,2.0,-1.0,0.0,,no
47.0,blue-collar,married,unknown,no,,yes,no,unknown,13.0,may,411.0,,-1.0,0.0,unknown,no
27.0,blue-collar,,primary,yes,-588.0,no,no,,13.0,may,,2.0,-1.0,0.0,unknown,no
31.0,services,,secondary,no,413.0,yes,no,unknown,13.0,may,65.0,1.0,-1.0,,unknown,no
60.0,retired,,tertiary,no,0.0,yes,no,unknown,,may,,4.0,-1.0,0.0,,no
58.0,retired,married,primary,no,193.0,yes,yes,unknown,13.0,may,788.0,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,1340.0,yes,no,,13.0,may,244.0,1.0,-1.0,,unknown,no
32.0,blue-collar,married,secondary,no,363.0,yes,no,unknown,13.0,may,431.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,-306.0,yes,yes,unknown,13.0,may,851.0,4.0,-1.0,0.0,,no
38.0,,married,secondary,no,607.0,yes,no,unknown,13.0,may,315.0,3.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,556.0,yes,no,,13.0,may,214.0,1.0,-1.0,0.0,unknown,no
47.0,technician,married,secondary,no,449.0,yes,yes,unknown,13.0,may,92.0,4.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,secondary,no,338.0,yes,no,unknown,13.0,,73.0,,-1.0,0.0,unknown,
41.0,management,,primary,no,-4.0,,yes,unknown,13.0,may,,3.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,623.0,yes,no,unknown,13.0,may,159.0,2.0,-1.0,,unknown,no
60.0,retired,married,secondary,no,,no,yes,unknown,13.0,may,58.0,2.0,-1.0,0.0,unknown,no
36.0,blue-collar,divorced,secondary,no,719.0,yes,no,,13.0,may,1052.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,,369.0,yes,no,unknown,13.0,may,916.0,2.0,-1.0,0.0,,
58.0,blue-collar,married,primary,no,1357.0,yes,no,unknown,13.0,may,150.0,2.0,-1.0,0.0,unknown,no
52.0,entrepreneur,married,unknown,no,0.0,yes,no,,13.0,may,165.0,2.0,-1.0,0.0,unknown,no
,management,married,secondary,no,0.0,yes,no,unknown,13.0,may,309.0,2.0,-1.0,0.0,unknown,
43.0,blue-collar,married,primary,no,2047.0,yes,no,unknown,13.0,may,,2.0,-1.0,,unknown,no
24.0,admin.,,secondary,no,507.0,yes,no,unknown,13.0,may,210.0,3.0,-1.0,0.0,unknown,no
24.0,blue-collar,married,primary,no,-427.0,yes,no,unknown,13.0,may,165.0,3.0,-1.0,0.0,unknown,no
25.0,,married,secondary,no,53.0,yes,no,unknown,13.0,may,331.0,2.0,-1.0,0.0,unknown,no
40.0,technician,,secondary,no,93.0,yes,no,unknown,13.0,may,134.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,secondary,no,,yes,no,unknown,13.0,may,185.0,6.0,,0.0,unknown,no
31.0,,single,secondary,,849.0,yes,yes,unknown,13.0,may,295.0,2.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,-214.0,yes,no,unknown,13.0,,86.0,4.0,-1.0,0.0,unknown,
52.0,blue-collar,married,secondary,no,161.0,yes,no,unknown,13.0,may,274.0,2.0,,0.0,unknown,no
25.0,,single,tertiary,no,800.0,yes,no,unknown,13.0,may,151.0,,-1.0,0.0,unknown,no
40.0,blue-collar,married,,no,,yes,,,13.0,may,69.0,11.0,-1.0,0.0,unknown,no
42.0,blue-collar,divorced,secondary,no,-135.0,yes,no,unknown,13.0,may,15.0,11.0,-1.0,0.0,unknown,no
31.0,technician,married,tertiary,no,0.0,,yes,,13.0,may,164.0,2.0,-1.0,0.0,unknown,
43.0,,married,secondary,no,,no,no,unknown,13.0,may,437.0,2.0,-1.0,0.0,unknown,no
57.0,,married,primary,no,452.0,yes,no,unknown,13.0,may,139.0,4.0,-1.0,,unknown,no
30.0,housemaid,single,secondary,no,49.0,yes,no,unknown,13.0,may,267.0,2.0,-1.0,0.0,unknown,no
23.0,blue-collar,married,primary,no,-213.0,,no,unknown,13.0,may,165.0,2.0,-1.0,0.0,unknown,no
53.0,blue-collar,divorced,primary,no,2477.0,yes,no,unknown,13.0,may,175.0,2.0,,0.0,unknown,no
44.0,self-employed,married,secondary,no,264.0,yes,,unknown,13.0,may,198.0,,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,4265.0,yes,no,unknown,13.0,may,220.0,2.0,-1.0,0.0,unknown,
59.0,retired,divorced,tertiary,no,,yes,no,unknown,13.0,may,168.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,secondary,no,,,no,unknown,13.0,may,247.0,3.0,-1.0,0.0,unknown,no
60.0,retired,married,,no,926.0,yes,,unknown,13.0,may,291.0,2.0,,0.0,unknown,no
42.0,services,married,secondary,no,693.0,,,unknown,13.0,may,187.0,2.0,-1.0,0.0,,no
44.0,management,,tertiary,no,9956.0,yes,no,unknown,13.0,may,194.0,2.0,,,unknown,
50.0,management,single,tertiary,no,1300.0,yes,no,unknown,,may,379.0,2.0,-1.0,0.0,unknown,no
54.0,retired,married,secondary,,2626.0,no,no,unknown,13.0,may,151.0,2.0,-1.0,0.0,unknown,no
29.0,admin.,single,secondary,no,-44.0,yes,no,unknown,13.0,may,166.0,4.0,-1.0,0.0,unknown,no
59.0,self-employed,married,tertiary,no,593.0,no,no,unknown,13.0,may,64.0,2.0,-1.0,0.0,unknown,no
37.0,technician,married,secondary,no,,yes,no,unknown,13.0,may,232.0,4.0,-1.0,0.0,unknown,no
55.0,,married,secondary,no,493.0,,no,unknown,13.0,may,647.0,7.0,-1.0,0.0,unknown,no
53.0,retired,divorced,,no,599.0,yes,,unknown,13.0,may,322.0,3.0,-1.0,0.0,unknown,no
31.0,services,married,secondary,no,272.0,yes,no,unknown,13.0,may,133.0,12.0,-1.0,0.0,unknown,no
49.0,,married,tertiary,no,735.0,yes,no,unknown,13.0,may,50.0,3.0,-1.0,0.0,,no
28.0,blue-collar,married,primary,no,15.0,yes,no,unknown,13.0,may,87.0,2.0,-1.0,0.0,unknown,
47.0,,married,primary,no,159.0,yes,no,unknown,13.0,may,771.0,2.0,-1.0,0.0,unknown,
,blue-collar,married,,,,yes,no,unknown,13.0,may,241.0,2.0,,0.0,unknown,no
49.0,housemaid,divorced,primary,no,198.0,yes,no,unknown,13.0,may,,3.0,-1.0,0.0,unknown,no
59.0,blue-collar,married,unknown,no,,yes,no,unknown,13.0,may,318.0,2.0,-1.0,0.0,unknown,no
34.0,,married,secondary,no,-100.0,yes,no,unknown,,may,109.0,9.0,-1.0,0.0,unknown,no
43.0,admin.,married,primary,no,15.0,yes,no,unknown,13.0,may,304.0,2.0,-1.0,0.0,,no
38.0,blue-collar,married,primary,no,0.0,no,no,unknown,13.0,may,209.0,2.0,,0.0,unknown,no
,services,married,secondary,no,,yes,,unknown,13.0,may,,7.0,-1.0,,unknown,no
44.0,blue-collar,married,primary,no,617.0,yes,no,unknown,13.0,may,227.0,2.0,-1.0,0.0,unknown,
31.0,services,single,secondary,no,,yes,no,unknown,13.0,may,271.0,,-1.0,0.0,unknown,no
35.0,blue-collar,married,,no,11.0,yes,no,unknown,13.0,may,326.0,,-1.0,0.0,unknown,no
37.0,admin.,married,,no,1026.0,yes,no,unknown,13.0,may,389.0,2.0,-1.0,0.0,unknown,no
58.0,,married,secondary,no,3635.0,no,no,unknown,13.0,may,273.0,,,0.0,unknown,no
24.0,blue-collar,married,secondary,no,32.0,no,no,unknown,13.0,may,264.0,3.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,primary,no,,yes,no,unknown,13.0,may,1106.0,4.0,-1.0,,unknown,no
33.0,,divorced,secondary,no,-238.0,yes,no,unknown,13.0,may,73.0,2.0,-1.0,0.0,unknown,no
40.0,entrepreneur,married,tertiary,no,1089.0,yes,yes,unknown,13.0,may,,5.0,-1.0,0.0,unknown,no
46.0,admin.,,tertiary,,3749.0,yes,no,unknown,13.0,may,69.0,19.0,,0.0,unknown,no
41.0,,married,primary,no,3140.0,yes,no,unknown,13.0,may,87.0,9.0,-1.0,0.0,unknown,no
,blue-collar,married,tertiary,no,221.0,yes,,unknown,13.0,may,122.0,7.0,-1.0,0.0,unknown,no
35.0,blue-collar,divorced,primary,no,300.0,yes,no,unknown,,may,945.0,2.0,-1.0,0.0,unknown,yes
57.0,retired,divorced,primary,no,515.0,yes,no,unknown,13.0,may,288.0,2.0,-1.0,,unknown,no
,technician,married,primary,no,819.0,yes,no,unknown,13.0,may,50.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,,722.0,yes,no,unknown,13.0,may,816.0,3.0,-1.0,0.0,unknown,no
47.0,management,,secondary,no,3346.0,yes,yes,unknown,13.0,may,284.0,2.0,-1.0,0.0,unknown,no
50.0,,married,primary,no,419.0,yes,no,unknown,,,116.0,4.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,,330.0,yes,no,unknown,13.0,may,72.0,4.0,-1.0,0.0,unknown,
41.0,management,divorced,,no,1576.0,yes,no,unknown,13.0,may,232.0,2.0,-1.0,0.0,unknown,no
38.0,management,married,,no,258.0,yes,no,unknown,13.0,may,124.0,3.0,-1.0,0.0,unknown,
39.0,blue-collar,married,,no,317.0,yes,no,unknown,13.0,may,326.0,3.0,-1.0,0.0,unknown,no
25.0,,single,secondary,yes,57.0,yes,yes,unknown,13.0,may,190.0,5.0,-1.0,0.0,unknown,no
43.0,,,secondary,,3285.0,yes,,unknown,13.0,may,1721.0,2.0,-1.0,0.0,unknown,
33.0,blue-collar,married,secondary,no,152.0,yes,no,unknown,13.0,may,351.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,,secondary,no,2429.0,yes,no,unknown,13.0,may,171.0,2.0,-1.0,0.0,unknown,no
58.0,unknown,divorced,secondary,,3111.0,yes,no,,13.0,,166.0,2.0,,0.0,,
57.0,blue-collar,married,primary,no,1352.0,yes,no,unknown,13.0,may,104.0,2.0,-1.0,0.0,unknown,no
27.0,unemployed,single,,no,37.0,yes,no,unknown,13.0,,163.0,,-1.0,0.0,unknown,no
25.0,technician,single,tertiary,no,640.0,yes,no,unknown,,may,492.0,2.0,-1.0,,unknown,no
38.0,blue-collar,married,unknown,no,113.0,no,no,unknown,13.0,may,25.0,10.0,-1.0,,unknown,no
28.0,technician,single,secondary,no,468.0,yes,no,unknown,13.0,may,152.0,3.0,-1.0,0.0,unknown,
,services,married,,no,184.0,yes,no,unknown,13.0,may,109.0,4.0,-1.0,0.0,unknown,no
,,single,secondary,no,633.0,yes,no,unknown,13.0,may,1032.0,1.0,-1.0,0.0,unknown,no
57.0,admin.,married,secondary,no,,yes,no,,14.0,may,65.0,6.0,,0.0,unknown,no
46.0,blue-collar,single,secondary,no,57.0,yes,no,,14.0,may,194.0,4.0,-1.0,0.0,unknown,no
57.0,technician,,secondary,no,0.0,yes,no,unknown,14.0,may,360.0,,,0.0,unknown,no
42.0,blue-collar,divorced,,no,419.0,yes,yes,unknown,14.0,may,96.0,4.0,-1.0,0.0,,no
46.0,admin.,married,secondary,no,120.0,yes,,unknown,14.0,may,20.0,11.0,-1.0,0.0,unknown,no
39.0,entrepreneur,married,secondary,no,580.0,yes,no,unknown,14.0,may,,4.0,-1.0,0.0,unknown,no
27.0,blue-collar,married,secondary,,,yes,no,unknown,14.0,may,332.0,,-1.0,0.0,unknown,no
42.0,management,married,,no,43.0,yes,no,,14.0,may,735.0,8.0,-1.0,0.0,unknown,no
58.0,admin.,married,secondary,no,749.0,yes,no,unknown,14.0,may,151.0,2.0,,0.0,unknown,no
42.0,admin.,,secondary,no,,yes,,unknown,14.0,may,46.0,,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,9004.0,no,no,unknown,14.0,may,158.0,3.0,-1.0,0.0,unknown,
57.0,services,single,secondary,no,2236.0,yes,no,unknown,14.0,may,73.0,2.0,-1.0,0.0,unknown,no
52.0,admin.,single,secondary,no,3348.0,yes,no,unknown,14.0,may,407.0,4.0,-1.0,0.0,unknown,no
54.0,blue-collar,divorced,primary,,2062.0,yes,no,unknown,14.0,may,,2.0,-1.0,0.0,unknown,no
55.0,retired,married,secondary,no,188.0,no,no,,14.0,may,139.0,2.0,,0.0,unknown,
46.0,blue-collar,married,primary,no,1483.0,yes,no,unknown,14.0,may,,3.0,-1.0,0.0,unknown,
48.0,entrepreneur,married,unknown,no,2550.0,yes,no,unknown,14.0,may,175.0,3.0,-1.0,0.0,unknown,no
25.0,admin.,,secondary,yes,53.0,yes,no,unknown,14.0,may,313.0,4.0,-1.0,0.0,unknown,no
38.0,management,divorced,,no,547.0,yes,no,unknown,14.0,may,137.0,,-1.0,0.0,unknown,
46.0,retired,married,primary,no,1374.0,no,,,14.0,may,,3.0,-1.0,0.0,unknown,no
48.0,technician,married,unknown,no,67.0,yes,no,unknown,14.0,,328.0,,-1.0,0.0,unknown,no
43.0,,,primary,no,4998.0,yes,no,unknown,14.0,may,93.0,4.0,-1.0,0.0,unknown,no
52.0,technician,married,secondary,no,0.0,no,no,,14.0,may,97.0,2.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,yes,-2.0,yes,yes,unknown,,may,123.0,,,0.0,unknown,no
29.0,blue-collar,married,secondary,no,23.0,,no,unknown,14.0,may,219.0,4.0,-1.0,0.0,unknown,no
49.0,admin.,married,secondary,no,512.0,yes,yes,unknown,14.0,may,455.0,3.0,,,unknown,no
30.0,blue-collar,single,,yes,447.0,no,no,unknown,14.0,may,,6.0,-1.0,0.0,unknown,no
50.0,admin.,married,secondary,no,,yes,no,unknown,,may,200.0,2.0,-1.0,0.0,unknown,no
58.0,blue-collar,,unknown,no,,yes,no,unknown,,may,133.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,326.0,yes,no,,14.0,,35.0,2.0,-1.0,0.0,unknown,
52.0,technician,married,secondary,no,,yes,yes,unknown,,may,77.0,2.0,-1.0,0.0,unknown,no
44.0,entrepreneur,married,secondary,,0.0,,no,,14.0,may,211.0,2.0,-1.0,0.0,unknown,no
,blue-collar,single,secondary,no,14.0,no,no,unknown,14.0,may,,2.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,692.0,yes,yes,unknown,14.0,may,133.0,2.0,,0.0,unknown,no
31.0,blue-collar,married,secondary,no,369.0,yes,yes,unknown,14.0,may,89.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,primary,no,591.0,yes,no,unknown,14.0,may,287.0,3.0,-1.0,0.0,unknown,no
,housemaid,married,secondary,no,3923.0,yes,,unknown,,may,942.0,3.0,-1.0,0.0,unknown,yes
44.0,blue-collar,married,secondary,,0.0,yes,no,unknown,14.0,may,101.0,2.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,primary,no,348.0,,yes,,14.0,,305.0,3.0,-1.0,0.0,unknown,no
41.0,technician,,secondary,no,,,yes,unknown,14.0,may,,9.0,-1.0,0.0,,no
54.0,technician,divorced,secondary,,,yes,no,unknown,14.0,,146.0,4.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,2121.0,yes,no,unknown,14.0,,160.0,1.0,,0.0,unknown,no
48.0,blue-collar,married,primary,no,5154.0,yes,no,unknown,14.0,may,70.0,1.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,393.0,yes,no,unknown,14.0,may,466.0,1.0,,0.0,unknown,
42.0,services,married,primary,no,5879.0,yes,,unknown,14.0,may,162.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,,yes,no,unknown,14.0,may,117.0,4.0,-1.0,0.0,unknown,no
56.0,self-employed,married,tertiary,no,,yes,no,unknown,14.0,may,381.0,1.0,-1.0,0.0,unknown,no
45.0,management,,tertiary,no,37378.0,yes,no,,14.0,may,167.0,1.0,-1.0,0.0,unknown,no
53.0,technician,divorced,primary,no,1443.0,yes,no,unknown,14.0,may,476.0,1.0,-1.0,0.0,unknown,yes
31.0,admin.,married,,,752.0,yes,no,unknown,,,178.0,,-1.0,0.0,unknown,no
42.0,management,married,tertiary,no,1093.0,yes,no,unknown,14.0,may,260.0,1.0,-1.0,0.0,unknown,no
51.0,technician,,unknown,no,573.0,yes,yes,unknown,14.0,may,231.0,1.0,,0.0,,no
52.0,management,married,tertiary,no,258.0,no,,unknown,14.0,may,188.0,1.0,-1.0,0.0,,no
48.0,management,married,primary,no,247.0,yes,yes,unknown,14.0,may,,1.0,,0.0,unknown,no
28.0,management,,tertiary,no,202.0,yes,no,unknown,14.0,may,163.0,3.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,302.0,yes,no,unknown,14.0,may,,1.0,-1.0,0.0,unknown,
,admin.,married,secondary,no,,yes,no,unknown,14.0,may,74.0,1.0,,0.0,unknown,no
,blue-collar,married,primary,no,0.0,yes,,unknown,14.0,may,73.0,,,,,
54.0,blue-collar,married,secondary,no,532.0,yes,no,unknown,14.0,may,220.0,1.0,-1.0,0.0,unknown,
43.0,technician,divorced,secondary,no,0.0,no,no,unknown,14.0,may,333.0,1.0,-1.0,0.0,,no
55.0,blue-collar,divorced,secondary,no,7378.0,no,no,unknown,14.0,may,316.0,3.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,primary,no,4666.0,no,no,unknown,14.0,may,451.0,3.0,-1.0,0.0,unknown,no
43.0,entrepreneur,married,secondary,no,,yes,no,,14.0,may,318.0,1.0,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,0.0,yes,yes,unknown,14.0,may,246.0,2.0,-1.0,0.0,unknown,no
